Job Title,Company Name,Location,Summary,Posting Date
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,1 Point SystemCompany Name - 1 Point System,Remote,"Role: Senior Frontend Web App Developer C2C Duration: 12-18+ Months: Contract Work Location: 100% remotely - Must be a resident of DC or MD only (no other states)  Please note, the candidate must be able to pass a Public Trust Clearance with the U.S. federal government. Also, the candidate must be able to meet the residency requirement for having resided in the US at least (3) three out of the last (5) five years. The client will only consider candidates that reside in the District of Columbia o",Posted 1 day ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,JobotCompany Name - Jobot,"Kenosha, WI, USA",".Net Software Developer - ONSITE in Pleasant Prairie, WI - H1B Transfer and Relocation Assistance  This Jobot Job is hosted by: Kaylee Mallory Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume. Salary: $110,000 - $135,000 per year  A bit about us:  Family-owned for over 4 decade and North America's leader in shipping, industrial, and warehouse supplies with over 35.000 items in stock! We pride ourselves on our top-notch culture, attention to detail, and",Posted 1 day ago | Updated 4 hours ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,Tanson CorpCompany Name - Tanson Corp,Remote,"Description: The work is expected to be done remotely. Interviews will be conducted via Microsoft Teams. Project Schedule Anticipated Project Start Date: January 4, 2024 Anticipated End Date: January 3, 2025 Samples tasks and qualifications: Work in collaboration with MNIT Services @ DHS application development staff to enhance the application's maintainability, efficiency, accessibility, user experience, and resolving of identified issues (bug fixes) and recommend changes as per business requir",Posted 1 day ago | Updated 1 day ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,Motion RecruitmentCompany Name - Motion Recruitment,"Malvern, PA, USA","Job Description This non-for-profit organization is looking to fill a Lead Web Developer role! This is a full-time role and will require some onsite time out in Malvern, Pennsylvania. The technology stack involves Node.js, Express.js, React, and API-Express.js to Oracle back end, with fluency in TypeScript and experience on the database side. This role is on team with around 5-7 people, including web developers, backend database developers, and testers. This role is responsible for projects invo",Posted 60+ days ago | Updated 4 hours ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,InfoWaysCompany Name - InfoWays,Remote,"Full Stack Web application Developer (AWS Cloud platform) Full Stack Web application Developer: We are looking for a application developer who will be responsible for designing, building and integrating web applications using APIs with a user interface that visualizes large complex datasets. The individual should have a strong understanding of web technologies, best practices and experienced in web performance optimization and backend SQL queries. Experience with modern Javascript libraries and",Posted 5 days ago | Updated 6 hours ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,Estuate Inc.Company Name - Estuate Inc.,"Redwood City, CA, USA","Job Title: Digital Media Specialist - Web Editor Location:Redwood City, CA 94305-Onsite Duration:3Months Contract Description: We are looking for a creative and skilled Content Developer and Web Editor to research, plan, write and edit web content.  The ideal candidate should be a skilled writer and researcher with an eye for detail and an understanding of the special requirements of web writing and design; work well independently and in a collaborative team environment; be creative and knowledg",Posted 5 days ago | Updated 4 hours ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,TECH TamminaCompany Name - TECH Tammina,"Lawrence Township, NJ, USA","Title : Technical Lead - Exempt/Application/Web application developer  Location: Lawrenceville NJ (Hybrid)  Type : Contract  Rate : $53/hr Job Description:  Incumbents main responsibility will be to manage and provide project oversight of cross-functional teams  for the Regulatory and non-regulatory applications for in-house development, enhancement and vendor  projects.  The position requires management leadership to oversee the technical activities required of each project  and to ensure the t",Posted 8 days ago | Updated 3 hours ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,Xoriant CorporationCompany Name - Xoriant Corporation,"Santa Clara, CA, USA","Sr. Web UI Developer, ReactJS with redux, redux-saga, HTML5, CSS3, bootstrap, Axios   Xoriant reasonably expects the pay rate for this position to be within the following range: $65.00/hour - $70.00/hour.  Bachelors degree in Computer Science is minimum qualification. In addition, 3-5 years hands-on Web UI product development experience.  3+ years of Web UI development with the following: ReactJS with redux, redux-saga, HTML5, CSS3, bootstrap, Axios etc. Experience with widgets, summary, dashboa",Posted 5 days ago | Updated moments ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,Teknoviq SolutionsCompany Name - Teknoviq Solutions,"Remote or Denver, CO, USA","Position : Web API Developer  Position type: Contract Duration: 6 months contract w/potential extensions Location: Saint Louise, Charlotte, Denver or Remote (Remote)  JOB SUMMARY  Designs, develops, modifies, and implements web applications and/or services designed to support our Charter Portals Platforms based web applications. The selected candidate will be a member of the team that is responsible all aspects of the software development lifecycle. The selected candidate will also be expected t",Posted 5 days ago | Updated 1 day ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,"Sunrise Systems, Inc.Company Name - Sunrise Systems, Inc.","Brea, CA, USA","You could be the one who changes everything for our 28 million members. Centene is transforming the health of our communities, one person at a time. As a diversified, national organization, you'll have access to competitive benefits including a fresh perspective on workplace flexibility.  Oklahoma Complete Health, a Centene company, is committed to providing quality healthcare solutions to transform the health of Oklahomans. At Oklahoma Complete Health, we are community advocates and change-make",Posted 4 days ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,Kforce Technology StaffingCompany Name - Kforce Technology Staffing,"Juno Beach, FL, USA","RESPONSIBILITIES: Kforce has a client in Juno Beach, FL that is seeking a Web GUI Developer.  Responsibilities: * Assist in the definition, development, and documentation of software's business requirements, objectives, deliverables, and specifications on a project-by-project basis in collaboration with internal users and departments * Collaborate with analysts and designers in conceptualizing and development of new software programs and applications * Assist in defining software development pro",Posted 7 days ago | Updated 2 hours ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,Cystems LogicCompany Name - Cystems Logic,,"Hi Good Morning, Senior Lead .NET Developer (Web/Windows)  Qty of Staff Needed: 2  Contract Term: 6 months  On-Site Requirements: Remote  Objective:  Research, design, implement, and test the Court-DA Hearing Interface  Typical Deliverables: Assess Review and flesh out business requirements to design and implementsuch interface Recommend Design pattern in MS Azure infrastructure and .NET framework  Implement Review and keep current business requirement. Implement theinterface in .NET with MS Azu",Posted 8 days ago | Updated 8 days ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,Kforce Technology StaffingCompany Name - Kforce Technology Staffing,"Charlotte, NC, USA","RESPONSIBILITIES: Kforce has a client that is seeking a Senior Full Stack Web Application Developer in Charlotte, NC.  Summary: As a Full Stack Software Engineer, you will be part of an agile squad to design, build, test and deploy cloud native platform and microservices/API that will be consumed by our SaaS based Customer Relationship Management (Salesforce).  Responsibilities: * Senior Full Stack Web Application Developer will establish coding best practices, conduct constructive peer code rev",Posted 7 days ago | Updated 2 hours ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,"eXcell, a division of CompuCom Systems, Inc.Company Name - eXcell, a division of CompuCom Systems, Inc.","Remote or San Jose, CA, USA","Find out why  is the employer of choice for contractors! Join  and enjoy our generous employee benefits!Our client has a brand new opportunity for a Senior Lead .NET Developer (Web / Windows) to join their team for a remote position.Duties and Responsibilities:  Research, design, implement, and test the client Hearing Interface Assess - review and flesh out business requirements to design and implement  such interface Recommend - design pattern in MS Azure infrastructure and .NET framework Imple",Posted 12 days ago | Updated moments ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,InfiCare TechnologiesCompany Name - InfiCare Technologies,,"Request ID: 37896-1  Duratin: 1+ yr.  Location work will be performed: Washington, DC/Remote  Job Title: Sr. Web Software Developer Summary: Researches, designs, implements, and manage software programs as well as testing and evaluating new programs. Resolves problems with software and responds to suggestions for improvements and enhancements. Writing and implementing efficient code. Develop quality assurance procedures and deploy software tools, processes, and metrics. Works closely with other",Posted 12 days ago | Updated 1 hour ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,"eXcell, a division of CompuCom Systems, Inc.Company Name - eXcell, a division of CompuCom Systems, Inc.","Remote or San Jose, CA, USA","Find out why  e X  cell  is the employer of choice for contractors! Join  e  X  cell  and enjoy our generous employee benefits! Our client has a brand new opportunity for a Senior Lead .NET Developer (Web / Windows) to join their team for a remote position. Duties and Responsibilities: Research, design, implement, and test the client Hearing Interface Assess - review and flesh out business requirements to design and implement such interface Recommend - design pattern in MS Azure infrastructure a",Posted 12 days ago | Updated 5 hours ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,Kforce Technology StaffingCompany Name - Kforce Technology Staffing,"Detroit, MI, USA","RESPONSIBILITIES: Kforce has a client that is seeking a Senior Full Stack Web Application Developer in Detroit, MI.  Summary: The Senior Full Stack Web Application Developer will be responsible for various projects and enhancements. You will execute all configuration/code work to implement custom application development. As a Senior Full Stack Web Application Developer, you will also assist with developing related reporting and analytics requirements, and deploy to production the changes/enhance",Posted 13 days ago | Updated 2 hours ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,Motion RecruitmentCompany Name - Motion Recruitment,"New Brunswick, NJ, USA","Job Description Looking to fill a Senior Front End Web Developer with a big emphasis on experience in accessibility at a digital agency that has provided services to clients. This is a hybrid, contract to hire, role for candidates who can commute to New Brunswick, New Jersey. The ideal candidate will have expertise with React, Node and Accessibility (WCAG 2.1). In this role, you will manage multiple concurrent web development projects as well as maintenance and support. You will also have the op",Posted 60+ days ago | Updated 4 hours ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,"ProFound Staffing, Inc.Company Name - ProFound Staffing, Inc.","Houston, TX, USA","ProFound Staffing is working with a Software Company in theGreenspointarea of Houston, Texasis searching fora Mid-Level .Net Web ApplicationDeveloperwithJavaScript Framework  Single Page Application (SPA)experience. This is an hybrid position in Houston. Prefer candidate that can deliver features in both front-end, user facing applications and back-end systems. Candidate will be involved in completing product life cycle from inception to deployment; enhancing existing application; and responsibl",Posted 15 days ago | Updated 8 hours ago
Senior Frontend Web App Developer (10+) || Local to DC or MD only (remote)|| Public Trust Clearance is needed,"Overture Partners, LLCCompany Name - Overture Partners, LLC","Boston, MA, USA","Job Titles: Jr. Web UI/UX Developer Job Number: 23299 Type of Employment: Perm Role Job Summary Looking for a Junior Web UI/UX Developer who will be focused on the look and feel of user-facing applications. Essential Job Functions Build responsive, accessible web UIs with semantic HTML and CSS (or Sass).Enhance server-rendered HTML using JavaScript.Test across browsers and devices to ensure the UI remains usable and attractive in different contexts.Qualifications, Education, and Experience Bache",Posted 21 days ago
Frontend Web Developer (Accessibility),Motion RecruitmentCompany Name - Motion Recruitment,"New Brunswick, NJ, USA","Job Description Looking to fill a Senior Front End Web Developer with a big emphasis on experience in accessibility at a digital agency that has provided services to clients. This is a hybrid, contract to hire, role for candidates who can commute to New Brunswick, New Jersey. The ideal candidate will have expertise with React, Node and Accessibility (WCAG 2.1). In this role, you will manage multiple concurrent web development projects as well as maintenance and support. You will also have the op",Posted 60+ days ago | Updated 4 hours ago
Frontend Web Developer (Accessibility),"eXcell, a division of CompuCom Systems, Inc.Company Name - eXcell, a division of CompuCom Systems, Inc.","Remote or San Jose, CA, USA","Find out why  e X  cell  is the employer of choice for contractors! Join  e  X  cell  and enjoy our generous employee benefits! Our client has a brand new opportunity for a Senior Lead .NET Developer (Web / Windows) to join their team for a remote position. Duties and Responsibilities: Research, design, implement, and test the client Hearing Interface Assess - review and flesh out business requirements to design and implement such interface Recommend - design pattern in MS Azure infrastructure a",Posted 12 days ago | Updated 5 hours ago
Frontend Web Developer (Accessibility),"Paramount Software Solutions, IncCompany Name - Paramount Software Solutions, Inc","Remote or Denver, CO, USA","Requirement: Title: Sr Web Accessibility Developer (Accessibility Subject Matter Expert)  Location: Remote - 201 E Colfax Ave Denver, Colorado 80203 Duration: 12 Months Description: Please submit only those candidates that have been proven to be excellent Accessibility SMEs and strong Web Developers which meet the following minimum requirements.  2.1. Minimum of two years of experience in accessibility identification and resolution.  2.2. Minimum of six months of successful experience in project",Posted 21 days ago | Updated moments ago
Frontend Web Developer (Accessibility),Suncap TechnologyCompany Name - Suncap Technology,"Remote or Denver, CO, USA","Job Description: Section 2.0 General Requirements Summary  Please submit only those candidates that have been proven to be excellent Accessibility SMEs and strong Web Developers which meet the following minimum requirements.  2.1. Minimum of two years of experience in accessibility identification and resolution.  2.2. Minimum of six months of successful experience in project management  2.3. Experience with technical systems and industry standards. e.g., implementation and usage.  2.4. Experienc",Posted 24 days ago | Updated 5 hours ago
Frontend Web Developer (Accessibility),"eXcell, a division of CompuCom Systems, Inc.Company Name - eXcell, a division of CompuCom Systems, Inc.","Remote or San Jose, CA, USA","Find out why  is the employer of choice for contractors! Join  and enjoy our generous employee benefits!Our client has a brand new opportunity for a Senior Lead .NET Developer (Web / Windows) to join their team for a remote position.Duties and Responsibilities:  Research, design, implement, and test the client Hearing Interface Assess - review and flesh out business requirements to design and implement  such interface Recommend - design pattern in MS Azure infrastructure and .NET framework Imple",Posted 12 days ago | Updated moments ago
Frontend Web Developer (Accessibility),ThoughtfocusCompany Name - Thoughtfocus,Remote,"Title:Network Field Engineer Compensation:Up to $135k Benefits:Medical, Dental, Vision, 401k match, Bonus, and more Location:Remote Travel:60% - 70%  Our client is a well-known, industry leading energy provider with sites across the United States. This role is fullyREMOTE with travel,and offers amazing growth opportunities.  The ideal candidate has: 2+ years experience in a Field Engineer roleExperience with installation of networking and server equipmentExperience troubleshooting issues which a",Posted 21 days ago
Frontend Web Developer (Accessibility),"Judge Group, Inc.Company Name - Judge Group, Inc.","Detroit, MI, USA","Location:  Detroit, MI  Description:  Our client is currently seeking a 25658 Web apps Developer (only w2) Onsite This job will have the following responsibilities: Senior level TypeScript and JavaScript experienceSenior level comfort working within a console Experience using git Experience with integration to REST web services Experience localizing web applications for global markets Experience presenting ideas, concepts and POCs to executive teams and stakeolders  Experience creating, modifyin",Posted 38 days ago | Updated 5 hours ago
Frontend Web Developer (Accessibility),Resource 1Company Name - Resource 1,"Chicago, IL, USA","Resource 1 is seeking a.NET/ Web Developerfor a 6+ month hybrid remote contract position in the Chicago area. Individual should have at least 5 years of full life-cycle application development, including design, analysis, coding, and testing. Individual will join a team of .NET/ Web Developers responsible for the development of new and enhancement of existing web applications. Most of the programming will be tied to the move toC#, ASP.NET MVC, .NET Coreand Angular. Individual should have solid e",Posted 60+ days ago | Updated 4 days ago
Frontend Web Developer (Accessibility),Data Resource TechnologiesCompany Name - Data Resource Technologies,"Lincoln, NE, USA","Java, Programming & Testing: MUST HAVE the following: (Note: only count towards experience if used on a previous or current client development project.) At least 5 years JavaAt least 5 years software development experienceAt least 2 years of Eclipse IDEResponsible for performing, and providing assistance in, the following activities: Develop and debug application codeDesign java classesKeep all applications using current technology, upgrade when necessary.Conduct unit, integration, and customer",Posted 47 days ago | Updated 5 hours ago
Frontend Web Developer (Accessibility),Company Name -,"Chantilly, VA, USA","Work with cutting-edge applications that help advance the mission as a Web Application Developer at GDIT. Your work will have you fully immersed in our client's domain in order to deliver simple solutions for their complex needs. At GDIT, you'll prioritize the client while we prioritize your career.  At GDIT, people are our differentiator. As a Web Developer you will help ensure today is safe and tomorrow is smarter. Our work depends on Software Developer joining our team to develop, maintain, i",Posted 51 days ago | Updated 20 hours ago
Frontend Web Developer (Accessibility),Motion RecruitmentCompany Name - Motion Recruitment,"Plano, TX, USA","Job Description Welcome to our thriving and innovative retail chain, recognized as a prominent leader in the industry, known for our unwavering commitment to delivering unparalleled shopping experiences to our ever-expanding customer base. At the heart of our operations lies our state-of-the-art ecommerce web application, a pivotal platform that empowers us to connect with millions of customers globally. We take immense pride in fostering a dynamic and collaborative work culture that thrives on",Posted 60+ days ago | Updated 4 hours ago
Frontend Web Developer (Accessibility),"OSI Engineering, Inc.Company Name - OSI Engineering, Inc.","Menlo Park, CA, USA","Title : Azure Architect Job Description:  Responsibilities  Ideate overall Azure Native Data Analytics Architecture that include Azure Synapse workspace(Synapse pipelines, Synapse Serverless Spark, Synapse Serverless SQL and in-depth of Synapse Dedicated pool)Experience creating Data Platforms in Azure Analytics platformDesign and develop data engineering pipelines for big data applications and managing pipelines life cycles.To have strong hands on experience in Synapse workspace and Synapse ded",Posted 60+ days ago | Updated 3 days ago
Frontend Web Developer (Accessibility),"Judge Group, Inc.Company Name - Judge Group, Inc.","Bridgewater, NJ, USA","Location:  Bridgewater, NJ  Salary:  $45.00 USD Hourly - $50.00 USD Hourly  Description:  Targeted Years of Experience: 3-5 years Responsibilities: ? Build, develop and design pages and enter content within a website content management system (Drupal) using HTML, CSS and Javascript ?3 to 5 years of experience desired? ? Write, edit, and publish engaging content for our website and various platforms and networks. ? Design, code, & implement new user experience functionality for websites, microsit",Posted 60+ days ago | Updated 5 hours ago
Frontend Web Developer (Accessibility),Motion RecruitmentCompany Name - Motion Recruitment,"Atlanta, GA, USA","We are a rapidly growing software development company based in Atlanta, specializing in creating cutting-edge web applications for our clients. With a focus on innovation and user-centric design, we deliver robust and scalable solutions that drive business success. Join our talented team of developers as a Senior JavaScript Developer and contribute to building impactful web applications that make a difference. As a Front-End Developer, you will play a key role in developing responsive and intera",Posted 60+ days ago | Updated 4 hours ago
Frontend Web Developer (Accessibility),Pelham Berkeley SearchCompany Name - Pelham Berkeley Search,"New York, NY, USA",Pelham Berkeley Search is a premiere provider of corporate recruiting that has been helping talented IT and Finance professionals to further their careers since 1995.   Top Asset Management Company seeks a Junior Web Applications Developer- with Angular experience. This is a hybrid onsite role where you will need to work onsite in Midtown Manhattan two days per week. You will participate in a variety of development projects at a mid-sized firm with interesting projects and a lot of opportunity f,Posted 60+ days ago | Updated 19 days ago
Frontend Web Developer (Accessibility),SSI PeopleCompany Name - SSI People,"Princeton, NJ, USA","Feuji Inc is IT solutions company with operations in multiple geographies and specialization across domains. We believe in delivering solutions that will have a measurable positive impact on our clients business and bottom line. Feuji was born out of the desire to create a great company that would pave the way for greater good. We take pride in making Feuji a great place to work at.  Job Title: Applications Manager Location: Fort mill, South Carolina  Type: Full Time  Direct Hire  Job Descriptio",Posted 15 days ago
Frontend Web Developer (Accessibility),"Merit Staffing, Inc.Company Name - Merit Staffing, Inc.","Jacksonville, FL, USA","As a Full Stack Software Developer, you'll join a close-knit team of engineers, product managers, and software developers to build the future of a platform destined to power immersive digital experiences for our customers and partners. Can be full time hybrid in the Denver, Co area or Jacksonville, Fl area We are looking for a diverse array of technical capabilities rooted in proven product experience with modern technology stack architecture. A solid understanding and expertise in developing Sa",Posted 60+ days ago | Updated 8 days ago
Frontend Web Developer (Accessibility),"OSI Engineering, Inc.Company Name - OSI Engineering, Inc.",Remote,"JavaScript Web Front End Developer  Summary and Responsibilities Build efficient, easy-to-use web experience to enable data exploration and data visualization on a large-scale knowledge graph, facilitate backend engineers to illustrate and debug service APIs. Collaborate with back-end developers to design and implement E2E tooling, iterate based on feedbacks. Perform troubleshooting for web application and debug application code.  Qualifications 3+ years of experience working as a Front End deve",Posted 60+ days ago | Updated 3 days ago
Frontend Web Developer (Accessibility),Symantrix IncCompany Name - Symantrix Inc,Remote,"*At Securian Financial the internal position title is Infrastructure Consultant* Overview: As a member of the Telephony and Contact Center Technologies infrastructure team, you will be responsible for contributing to the design, engineering, implementation, and support of the company's enterprise telephony services.  This includes delivering secure telephony solutions to our associates and contact center workforce to enable business operations spanning office locations across the United States a",Posted 1 day ago | Updated 1 day ago
Frontend Web Developer (Accessibility),ChaTeck IncorporatedCompany Name - ChaTeck Incorporated,Remote,"We are looking for a strong SDE to join our Web API and Platform team. This team is responsible for supporting Web API's for the mobile and web application teams. We do all the middle tier development for applications used/created by the whole company. As we are consumer facing and very highly trafficked you need to have a background working on consumer facing, high throughput web applications.  Tops 3 Skills Needed: 1 Experience advanced working as an SDE at an Enterprise Level (consumer facing",Posted 15 days ago | Updated 20 hours ago
Web/API Automation engineer OR SDET OR Software Developer in TEST,"Capgemini America, Inc.Company Name - Capgemini America, Inc.","Atlanta, GA, USA","Hi Hope you are doing good Capgemini is hiring below positions if you are interested Please apply here Note: we are not provide visa sponsorship for this position Job Role: Web/API Automation engineer Location: orlando FL/Atlanta GA/NY City NY Full time Web / API Automation - KEY RESPONSIBILITIES: Understand and Gather requirementsCreate Test cases / scenariosDevelop Test scriptsExecute Test cases / scripts in various environments (QA,STG,etc)Bug reporting and Defect triageIntegrating scripts wi",Posted 28 days ago | Updated 15 days ago
Web/API Automation engineer OR SDET OR Software Developer in TEST,"Pop Sells, LLCCompany Name - Pop Sells, LLC",Remote,"JOB TITLE: Senior Developer  Paid on Performance, LLCFLSA Status: Exempt OVERVIEW:  Paid on Performance, LLC is seeking an experienced developer to help support its growing customer and user base. The primary objective of the senior developer is to support the development team in converting its 10-year-old homegrown, web-based enterprise system to a Node.js based framework. One area of focus for the senior developer will be the implementation of business logic into the appropriate interface. Fro",Posted 60+ days ago | Updated 13 days ago
Web/API Automation engineer OR SDET OR Software Developer in TEST,Dutech Systems IncCompany Name - Dutech Systems Inc,"Remote or Round Rock, TX, USA","Looking Strong Candidate with .Net Core, Angular, Web API, Microservices",Posted 45 days ago | Updated 5 days ago
Web/API Automation engineer OR SDET OR Software Developer in TEST,eConsultants IncCompany Name - eConsultants Inc,"Jackson, MS, USA","PROJECT NAME -  ITS Development Team Lead Staff Augmentation JOB DETAILS Development is primarily focused on Licensing & Permitting, Childcare Subsidy or Time &  Attendance applications. The project workload is split 70 % (Maintenance) 30 % (New  Development). Project sizes are around 5 members. JOB DESCRIPTION This position is for a senior level Microsoft .Net Developer, who will also have responsibilities as  a development team lead and customer liaison. The individual will be required to have",Posted 60+ days ago | Updated 3 hours ago
Web/API Automation engineer OR SDET OR Software Developer in TEST,Apidel TechnologiesCompany Name - Apidel Technologies,"Aloha, OR, USA","** Position will start with Working from Home (Remote) and then move to the site when open. Preference to local candidates.  We are looking for an experienced Web Application Developer to develop exceptional software products and applications in factories of NVM solution organization.  Qualifications/Responsibilities include, not limited to the following: Assessing the business need and crafting robust and scalable application design, designing and documenting the solution design, playing a deve",Posted 60+ days ago | Updated 6 days ago
Web/API Automation engineer OR SDET OR Software Developer in TEST,ApexonCompany Name - Apexon,"Charlotte, NC, USA","UI Developer/ Web Component Developer (Angular/Polymer)- Charlotte, NC- Contract (Remote)  Responsibilities Create and modify UI components using industry standard libraries Review and test team-contributed updates to the frameworks Support developers implementing components in applications Support deployment of UI frameworks during monthly releases Education and Experience Bachelor’s degree in Computer Science or related field, or equivalent work experience. Financial experience is preferred. E",Posted 60+ days ago | Updated 21 days ago
Web/API Automation engineer OR SDET OR Software Developer in TEST,Marathon ConsultingCompany Name - Marathon Consulting,Remote,"Remote Senior Web Developer Youll be a part of our Digital Marketing team, which develops and implements high volume, complex marketing and eCommerce websites. From intuitive information architecture to visually appealing UI, we implement streamlined, functional, and responsive websites for the best user experience and successful ROI. Together our team of strategists, designers, developers, and marketers work with our clients to ensure our end result is the start of a new and engaging online pre",Posted 60+ days ago | Updated 1 day ago
